tournament,stage,match_type,match_name,map,player,team,agents,rating,acs,kills,deaths,assists,kd,kast,adr,hs,fk,fd,fkd,side,k2,k3,k4,k5,v1,v2,v3,v4,v5,econ,plants,defuses,won,score,opp_score,role
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Haven,LewN,Karmine Corp,yoru,0.05,58.0,1.0,12.0,2.0,-11.0,42.0,48.0,25.0,0.0,1.0,-1.0,attack,,,,,,,,,,,,,0,7,13,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Haven,LewN,Karmine Corp,yoru,0.89,146.0,5.0,5.0,1.0,0.0,63.0,112.0,36.0,2.0,2.0,0.0,defend,,,,,,,,,,,,,0,7,13,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,xeus,FUT Esports,waylay,1.12,245.0,19.0,16.0,3.0,3.0,62.0,158.0,55.0,2.0,5.0,-3.0,both,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0,8,13,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,xeus,FUT Esports,waylay,0.58,185.0,6.0,7.0,0.0,-1.0,44.0,115.0,75.0,1.0,4.0,-3.0,attack,,,,,,,,,,,,,0,8,13,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,xeus,FUT Esports,waylay,1.52,290.0,13.0,9.0,3.0,4.0,75.0,191.0,48.0,1.0,1.0,0.0,defend,,,,,,,,,,,,,0,8,13,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,yetujey,FUT Esports,cypher,0.93,135.0,10.0,11.0,1.0,-1.0,67.0,84.0,35.0,2.0,2.0,0.0,both,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,3.0,0,8,13,sentinel
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,yetujey,FUT Esports,cypher,0.34,69.0,1.0,6.0,0.0,-5.0,33.0,55.0,43.0,0.0,1.0,-1.0,attack,,,,,,,,,,,,,0,8,13,sentinel
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,yetujey,FUT Esports,cypher,1.36,186.0,9.0,5.0,1.0,4.0,92.0,105.0,32.0,2.0,1.0,1.0,defend,,,,,,,,,,,,,0,8,13,sentinel
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,MrFaliN,FUT Esports,sova,0.76,159.0,10.0,15.0,6.0,-5.0,71.0,96.0,36.0,0.0,4.0,-4.0,both,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0,8,13,initiator
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,MrFaliN,FUT Esports,sova,1.43,263.0,8.0,6.0,2.0,2.0,67.0,141.0,50.0,0.0,0.0,0.0,attack,,,,,,,,,,,,,0,8,13,initiator
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,MrFaliN,FUT Esports,sova,0.25,81.0,2.0,9.0,4.0,-7.0,75.0,63.0,0.0,0.0,4.0,-4.0,defend,,,,,,,,,,,,,0,8,13,initiator
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,KROSTALY,FUT Esports,tejo,0.67,110.0,9.0,16.0,0.0,-7.0,57.0,80.0,35.0,1.0,2.0,-1.0,both,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3.0,1.0,0,8,13,initiator
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,KROSTALY,FUT Esports,tejo,0.78,144.0,4.0,7.0,0.0,-3.0,56.0,93.0,30.0,1.0,1.0,0.0,attack,,,,,,,,,,,,,0,8,13,initiator
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,KROSTALY,FUT Esports,tejo,0.58,86.0,5.0,9.0,0.0,-4.0,58.0,70.0,40.0,0.0,1.0,-1.0,defend,,,,,,,,,,,,,0,8,13,initiator
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,baha,FUT Esports,astra,0.46,131.0,8.0,18.0,5.0,-10.0,57.0,95.0,27.0,1.0,1.0,0.0,both,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0,0,8,13,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,baha,FUT Esports,astra,0.13,25.0,0.0,7.0,0.0,-7.0,33.0,25.0,20.0,0.0,0.0,0.0,attack,,,,,,,,,,,,,0,8,13,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,baha,FUT Esports,astra,0.71,211.0,8.0,11.0,5.0,-3.0,75.0,147.0,28.0,1.0,1.0,0.0,defend,,,,,,,,,,,,,0,8,13,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,Minny,Gentle Mates,brimstone,1.54,298.0,24.0,11.0,8.0,13.0,95.0,200.0,65.0,1.0,1.0,0.0,both,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,2.0,0.0,1,13,8,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,Minny,Gentle Mates,brimstone,1.22,209.0,9.0,7.0,3.0,2.0,100.0,135.0,53.0,1.0,0.0,1.0,attack,,,,,,,,,,,,,1,13,8,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,Minny,Gentle Mates,brimstone,1.97,418.0,15.0,4.0,5.0,11.0,89.0,285.0,74.0,0.0,1.0,-1.0,defend,,,,,,,,,,,,,1,13,8,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,bipo,Gentle Mates,waylay,1.08,170.0,13.0,12.0,1.0,1.0,62.0,119.0,52.0,4.0,1.0,3.0,both,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,1.0,1,13,8,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,bipo,Gentle Mates,waylay,0.51,83.0,4.0,8.0,0.0,-4.0,42.0,58.0,67.0,1.0,1.0,0.0,attack,,,,,,,,,,,,,1,13,8,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,bipo,Gentle Mates,waylay,1.84,287.0,9.0,4.0,1.0,5.0,89.0,201.0,47.0,3.0,0.0,3.0,defend,,,,,,,,,,,,,1,13,8,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,marteen,Gentle Mates,yoru,0.99,175.0,13.0,12.0,3.0,1.0,71.0,111.0,45.0,5.0,3.0,2.0,both,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0,1,13,8,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,marteen,Gentle Mates,yoru,0.88,198.0,8.0,8.0,1.0,0.0,75.0,122.0,40.0,3.0,3.0,0.0,attack,,,,,,,,,,,,,1,13,8,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,marteen,Gentle Mates,yoru,1.14,145.0,5.0,4.0,2.0,1.0,67.0,96.0,57.0,2.0,0.0,2.0,defend,,,,,,,,,,,,,1,13,8,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,starxo,Gentle Mates,sova,0.89,125.0,9.0,11.0,3.0,-2.0,76.0,91.0,27.0,1.0,0.0,1.0,both,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,5.0,1.0,1,13,8,initiator
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,starxo,Gentle Mates,sova,1.08,156.0,7.0,6.0,2.0,1.0,67.0,107.0,28.0,0.0,0.0,0.0,attack,,,,,,,,,,,,,1,13,8,initiator
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,starxo,Gentle Mates,sova,0.65,85.0,2.0,5.0,1.0,-3.0,89.0,70.0,25.0,1.0,0.0,1.0,defend,,,,,,,,,,,,,1,13,8,initiator
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,GLYPH,Gentle Mates,astra,0.79,198.0,14.0,15.0,3.0,-1.0,71.0,123.0,26.0,3.0,1.0,2.0,both,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,1,13,8,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,GLYPH,Gentle Mates,astra,1.25,296.0,12.0,8.0,3.0,4.0,83.0,172.0,33.0,3.0,0.0,3.0,attack,,,,,,,,,,,,,1,13,8,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,GLYPH,Gentle Mates,astra,0.18,69.0,2.0,7.0,0.0,-5.0,56.0,58.0,8.0,0.0,1.0,-1.0,defend,,,,,,,,,,,,,1,13,8,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,xeus,FUT Esports,raze,1.02,235.0,16.0,17.0,1.0,-1.0,63.0,149.0,32.0,4.0,2.0,2.0,both,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0,6,13,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,xeus,FUT Esports,raze,0.92,233.0,9.0,11.0,1.0,-2.0,58.0,147.0,27.0,3.0,2.0,1.0,attack,,,,,,,,,,,,,0,6,13,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,xeus,FUT Esports,raze,1.2,240.0,7.0,6.0,0.0,1.0,71.0,154.0,42.0,1.0,0.0,1.0,defend,,,,,,,,,,,,,0,6,13,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,yetujey,FUT Esports,waylay,0.82,198.0,12.0,15.0,5.0,-3.0,74.0,125.0,24.0,1.0,3.0,-2.0,both,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,1.0,0,6,13,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,yetujey,FUT Esports,waylay,0.94,252.0,10.0,10.0,2.0,0.0,67.0,158.0,28.0,1.0,3.0,-2.0,attack,,,,,,,,,,,,,0,6,13,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,yetujey,FUT Esports,waylay,0.63,105.0,2.0,5.0,3.0,-3.0,86.0,68.0,10.0,0.0,0.0,0.0,defend,,,,,,,,,,,,,0,6,13,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,KROSTALY,FUT Esports,fade,0.77,164.0,10.0,15.0,6.0,-5.0,74.0,106.0,33.0,1.0,1.0,0.0,both,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,4.0,0.0,0,6,13,initiator
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,KROSTALY,FUT Esports,fade,0.89,182.0,7.0,10.0,5.0,-3.0,75.0,116.0,40.0,0.0,0.0,0.0,attack,,,,,,,,,,,,,0,6,13,initiator
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,KROSTALY,FUT Esports,fade,0.57,134.0,3.0,5.0,1.0,-2.0,71.0,89.0,23.0,1.0,1.0,0.0,defend,,,,,,,,,,,,,0,6,13,initiator
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,baha,FUT Esports,viper,0.76,131.0,11.0,14.0,2.0,-3.0,63.0,94.0,33.0,2.0,1.0,1.0,both,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,53.0,1.0,0.0,0,6,13,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,baha,FUT Esports,viper,0.62,89.0,5.0,9.0,1.0,-4.0,58.0,69.0,31.0,0.0,1.0,-1.0,attack,,,,,,,,,,,,,0,6,13,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,baha,FUT Esports,viper,0.99,206.0,6.0,5.0,1.0,1.0,71.0,136.0,36.0,2.0,0.0,2.0,defend,,,,,,,,,,,,,0,6,13,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,MrFaliN,FUT Esports,omen,0.56,160.0,10.0,17.0,5.0,-7.0,63.0,96.0,39.0,2.0,2.0,0.0,both,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0,6,13,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,MrFaliN,FUT Esports,omen,0.59,165.0,7.0,11.0,3.0,-4.0,58.0,101.0,44.0,0.0,2.0,-2.0,attack,,,,,,,,,,,,,0,6,13,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,MrFaliN,FUT Esports,omen,0.51,154.0,3.0,6.0,2.0,-3.0,71.0,87.0,33.0,2.0,0.0,2.0,defend,,,,,,,,,,,,,0,6,13,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,starxo,Gentle Mates,fade,1.78,303.0,22.0,9.0,8.0,13.0,84.0,192.0,23.0,0.0,0.0,0.0,both,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0,3.0,1.0,1,13,6,initiator
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,starxo,Gentle Mates,fade,2.16,374.0,10.0,3.0,3.0,7.0,86.0,229.0,25.0,0.0,0.0,0.0,attack,,,,,,,,,,,,,1,13,6,initiator
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,starxo,Gentle Mates,fade,1.56,262.0,12.0,6.0,5.0,6.0,83.0,170.0,22.0,0.0,0.0,0.0,defend,,,,,,,,,,,,,1,13,6,initiator
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,marteen,Gentle Mates,yoru,1.27,214.0,15.0,10.0,7.0,5.0,74.0,117.0,24.0,3.0,4.0,-1.0,both,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,1,13,6,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,marteen,Gentle Mates,yoru,1.5,302.0,8.0,4.0,0.0,4.0,71.0,157.0,41.0,1.0,2.0,-1.0,attack,,,,,,,,,,,,,1,13,6,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,marteen,Gentle Mates,yoru,1.13,163.0,7.0,6.0,7.0,1.0,75.0,95.0,12.0,2.0,2.0,0.0,defend,,,,,,,,,,,,,1,13,6,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,GLYPH,Gentle Mates,astra,1.07,171.0,12.0,12.0,8.0,0.0,74.0,123.0,32.0,0.0,1.0,-1.0,both,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2.0,0.0,1,13,6,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,GLYPH,Gentle Mates,astra,1.04,136.0,3.0,3.0,2.0,0.0,57.0,107.0,30.0,0.0,1.0,-1.0,attack,,,,,,,,,,,,,1,13,6,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,GLYPH,Gentle Mates,astra,1.09,192.0,9.0,9.0,6.0,0.0,83.0,132.0,33.0,0.0,0.0,0.0,defend,,,,,,,,,,,,,1,13,6,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,Minny,Gentle Mates,viper,0.95,173.0,13.0,12.0,3.0,1.0,68.0,114.0,31.0,2.0,0.0,2.0,both,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,0.0,0.0,1,13,6,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,Minny,Gentle Mates,viper,0.37,85.0,2.0,5.0,0.0,-3.0,57.0,57.0,20.0,0.0,0.0,0.0,attack,,,,,,,,,,,,,1,13,6,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,Minny,Gentle Mates,viper,1.29,225.0,11.0,7.0,3.0,4.0,75.0,147.0,33.0,2.0,0.0,2.0,defend,,,,,,,,,,,,,1,13,6,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,bipo,Gentle Mates,raze,0.92,270.0,16.0,16.0,6.0,0.0,58.0,174.0,21.0,4.0,5.0,-1.0,both,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,1.0,1,13,6,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,bipo,Gentle Mates,raze,0.72,191.0,4.0,6.0,2.0,-2.0,43.0,127.0,21.0,0.0,3.0,-3.0,attack,,,,,,,,,,,,,1,13,6,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,bipo,Gentle Mates,raze,1.04,317.0,12.0,10.0,4.0,2.0,67.0,201.0,21.0,4.0,2.0,2.0,defend,,,,,,,,,,,,,1,13,6,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,seven,PCIFIC Esports,yoru,1.42,230.0,20.0,15.0,5.0,5.0,70.0,173.0,39.0,5.0,1.0,4.0,both,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.0,0.0,2.0,0,10,13,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,seven,PCIFIC Esports,yoru,1.22,203.0,8.0,7.0,2.0,1.0,73.0,164.0,59.0,3.0,0.0,3.0,attack,,,,,,,,,,,,,0,10,13,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,seven,PCIFIC Esports,yoru,1.6,256.0,12.0,8.0,3.0,4.0,67.0,180.0,30.0,2.0,1.0,1.0,defend,,,,,,,,,,,,,0,10,13,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,al0rante,PCIFIC Esports,astra,1.26,281.0,23.0,19.0,5.0,4.0,74.0,177.0,49.0,2.0,0.0,2.0,both,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,0.0,0,10,13,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,al0rante,PCIFIC Esports,astra,1.6,339.0,14.0,8.0,3.0,6.0,73.0,194.0,57.0,1.0,0.0,1.0,attack,,,,,,,,,,,,,0,10,13,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,al0rante,PCIFIC Esports,astra,0.94,228.0,9.0,11.0,2.0,-2.0,75.0,162.0,41.0,1.0,0.0,1.0,defend,,,,,,,,,,,,,0,10,13,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,qpert,PCIFIC Esports,omen,0.75,154.0,13.0,18.0,4.0,-5.0,70.0,102.0,23.0,1.0,3.0,-2.0,both,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,0,10,13,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,qpert,PCIFIC Esports,omen,0.75,123.0,5.0,7.0,1.0,-2.0,73.0,85.0,27.0,0.0,2.0,-2.0,attack,,,,,,,,,,,,,0,10,13,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,qpert,PCIFIC Esports,omen,0.76,183.0,8.0,11.0,3.0,-3.0,67.0,118.0,20.0,1.0,1.0,0.0,defend,,,,,,,,,,,,,0,10,13,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,cNed,PCIFIC Esports,waylay,0.6,140.0,11.0,20.0,8.0,-9.0,61.0,93.0,24.0,3.0,6.0,-3.0,both,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,0,10,13,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,cNed,PCIFIC Esports,waylay,0.45,128.0,5.0,9.0,3.0,-4.0,64.0,79.0,14.0,2.0,3.0,-1.0,attack,,,,,,,,,,,,,0,10,13,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,cNed,PCIFIC Esports,waylay,0.75,152.0,6.0,11.0,5.0,-5.0,58.0,105.0,33.0,1.0,3.0,-2.0,defend,,,,,,,,,,,,,0,10,13,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,NINJA,PCIFIC Esports,sova,0.54,119.0,10.0,17.0,5.0,-7.0,61.0,84.0,19.0,0.0,2.0,-2.0,both,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,4.0,0.0,0,10,13,initiator
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,NINJA,PCIFIC Esports,sova,0.94,175.0,9.0,7.0,2.0,2.0,64.0,121.0,18.0,0.0,0.0,0.0,attack,,,,,,,,,,,,,0,10,13,initiator
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,NINJA,PCIFIC Esports,sova,0.18,68.0,1.0,10.0,3.0,-9.0,58.0,50.0,22.0,0.0,2.0,-2.0,defend,,,,,,,,,,,,,0,10,13,initiator
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,Rosé,BBL Esports,sova,1.59,260.0,23.0,12.0,3.0,11.0,83.0,187.0,27.0,1.0,3.0,-2.0,both,6.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,85.0,6.0,0.0,1,13,10,initiator
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,Rosé,BBL Esports,sova,2.12,344.0,16.0,5.0,2.0,11.0,100.0,242.0,26.0,1.0,0.0,1.0,attack,,,,,,,,,,,,,1,13,10,initiator
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,Rosé,BBL Esports,sova,1.01,169.0,7.0,7.0,1.0,0.0,64.0,126.0,31.0,0.0,3.0,-3.0,defend,,,,,,,,,,,,,1,13,10,initiator
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,Loita,BBL Esports,viper,1.34,245.0,21.0,14.0,4.0,7.0,78.0,178.0,38.0,2.0,1.0,1.0,both,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.0,3.0,0.0,1,13,10,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,Loita,BBL Esports,viper,1.32,190.0,9.0,6.0,4.0,3.0,75.0,145.0,41.0,1.0,0.0,1.0,attack,,,,,,,,,,,,,1,13,10,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,Loita,BBL Esports,viper,1.37,305.0,12.0,8.0,0.0,4.0,82.0,215.0,36.0,1.0,1.0,0.0,defend,,,,,,,,,,,,,1,13,10,controller
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,Lar0k,BBL Esports,jett,0.95,213.0,17.0,16.0,7.0,1.0,61.0,150.0,26.0,3.0,2.0,1.0,both,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,2.0,1,13,10,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,Lar0k,BBL Esports,jett,0.72,177.0,8.0,8.0,3.0,0.0,67.0,133.0,23.0,2.0,1.0,1.0,attack,,,,,,,,,,,,,1,13,10,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,Lar0k,BBL Esports,jett,1.19,253.0,9.0,8.0,4.0,1.0,55.0,167.0,28.0,1.0,1.0,0.0,defend,,,,,,,,,,,,,1,13,10,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,lovers rock,BBL Esports,yoru,0.73,189.0,16.0,18.0,1.0,-2.0,78.0,114.0,38.0,5.0,2.0,3.0,both,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,0.0,1,13,10,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,lovers rock,BBL Esports,yoru,0.72,227.0,10.0,10.0,0.0,0.0,75.0,144.0,41.0,3.0,2.0,1.0,attack,,,,,,,,,,,,,1,13,10,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,lovers rock,BBL Esports,yoru,0.74,148.0,6.0,8.0,1.0,-2.0,82.0,80.0,33.0,2.0,0.0,2.0,defend,,,,,,,,,,,,,1,13,10,duelist
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,Crewen,BBL Esports,cypher,0.65,144.0,11.0,17.0,11.0,-6.0,70.0,95.0,24.0,1.0,3.0,-2.0,both,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2.0,0.0,1,13,10,sentinel
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,Crewen,BBL Esports,cypher,0.81,153.0,7.0,8.0,5.0,-1.0,75.0,101.0,18.0,0.0,2.0,-2.0,attack,,,,,,,,,,,,,1,13,10,sentinel
